City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
San Quintín,30.4833,-115.95,53.87,85,19,7.29,MX,1619514877
Kungurtug,50.5994,97.5228,41.02,59,99,10.09,RU,1619514877
Port Hueneme,34.1478,-119.1951,53.6,81,1,3.44,US,1619514877
Dunedin,-45.8742,170.5036,45.0,73,94,7.0,NZ,1619514877
Hurghada,27.2574,33.8129,77.0,41,0,16.11,EG,1619514877
Christchurch,-43.5333,172.6333,46.99,76,90,3.44,NZ,1619514640
San Cristobal,7.7669,-72.225,65.88,95,90,2.57,VE,1619514617
Poum,-20.2333,164.0167,76.24,66,100,24.99,NC,1619514878
Teshie,5.5836,-0.1072,84.2,79,20,9.22,GH,1619514742
Altay,47.8667,88.1167,53.28,35,100,3.83,CN,1619514878
Fukuechō,32.6881,128.8419,68.0,73,75,13.8,JP,1619514858
Kamaishi,39.2667,141.8833,60.8,29,0,17.27,JP,1619514878
Buchanan,5.8808,-10.0467,80.6,89,75,4.34,LR,1619514879
Ostrovnoy,68.0531,39.5131,31.73,64,100,6.62,RU,1619514879
Namatanai,-3.6667,152.4333,79.88,82,82,4.76,PG,1619514879
Zhangjiakou Shi Xuanhua Qu,40.6103,115.0447,58.15,14,99,22.48,CN,1619514879
Powell,40.1578,-83.0752,52.0,76,1,4.61,US,1619514879
Aksu,41.1231,80.2644,75.58,11,0,5.1,CN,1619514879
Coquimbo,-29.9533,-71.3436,57.2,82,90,3.44,CL,1619514879
Katherine,-14.4667,132.2667,86.0,58,95,9.22,AU,1619514665
Kawalu,-7.3817,108.2082,81.5,69,81,5.91,ID,1619514880
Krasnozerskoye,53.9828,79.2374,47.71,95,100,6.38,RU,1619514880
Esna,25.2934,32.554,80.6,34,0,4.61,EG,1619514880
Hamilton,39.1834,-84.5333,60.01,67,20,5.75,US,1619514594
Escanaba,45.7453,-87.0646,35.6,93,1,6.91,US,1619514880
Keuruu,62.2667,24.7,39.2,56,90,9.22,FI,1619514880
Acarí,-15.4311,-74.6158,67.1,87,20,1.48,PE,1619514880
Paharpur,32.1038,70.9724,102.88,10,0,0.47,PK,1619514881
Maraã,-1.8333,-65.3667,71.96,99,100,1.83,BR,1619514881
Conde,-7.2597,-34.9075,71.6,100,20,3.44,BR,1619514881
Acapulco de Juárez,16.8634,-99.8901,78.17,65,36,5.61,MX,1619514881
Nanortalik,60.1432,-45.2371,32.88,92,43,9.86,GL,1619514881
Talaya,61.3833,152.75,17.24,76,10,1.25,RU,1619514881
Inhambane,-23.865,35.3833,80.6,78,20,6.82,MZ,1619514881
Marsá Maţrūḩ,31.3525,27.2453,66.2,59,0,3.44,EG,1619514881
Pacet,-8.0786,111.8818,81.34,75,62,8.66,ID,1619514881
Cayenne,4.9333,-52.3333,75.2,94,90,6.91,GF,1619514882
Sigli,5.3848,95.9609,84.72,69,100,5.01,ID,1619514882
Porbandar,21.6422,69.6093,89.42,50,3,11.16,IN,1619514882
Verkhneye Dubrovo,56.7528,61.0468,55.4,24,0,6.71,RU,1619514882
Luhyny,51.082,28.4006,44.94,42,41,9.86,UA,1619514882
Sirte,31.2089,16.5887,86.2,22,24,15.23,LY,1619514882
Palma de Mallorca,39.5694,2.6502,64.4,68,40,3.44,ES,1619514882
Jieshi,22.8134,115.8257,72.3,88,100,12.15,CN,1619514882
Mariehamn,60.0973,19.9348,41.0,52,0,11.5,AX,1619514883
Boa Vista,2.8197,-60.6733,75.2,88,75,5.75,BR,1619514883
Suntar,62.1444,117.6319,28.71,56,100,7.94,RU,1619514649
Cascais,38.6979,-9.4215,66.0,77,20,13.8,PT,1619514883
Hasaki,35.7333,140.8333,62.01,67,75,12.66,JP,1619514883
Shaoyang,27.2315,111.4525,68.41,71,86,3.74,CN,1619514849
Hājīganj,23.2511,90.8592,105.53,18,1,14.79,BD,1619514883
Haines Junction,60.7522,-137.5108,28.4,69,82,1.14,CA,1619514884
Husavik,66.0449,-17.3389,33.8,80,0,4.61,IS,1619514884
Čakovec,46.3844,16.4339,46.0,56,100,1.01,HR,1619514884
Port Macquarie,-31.4333,152.9167,62.01,90,0,7.2,AU,1619514884
Kaa-Khem,51.6833,94.7333,54.9,23,100,6.58,RU,1619514885
Salinópolis,-0.6136,-47.3561,77.76,85,66,6.44,BR,1619514885
Mednogorskiy,43.9178,41.1825,50.99,76,100,3.71,RU,1619514885
Sebezh,56.2955,28.4654,35.08,97,100,6.55,RU,1619514885
Interlaken,36.9513,-121.7338,43.0,87,1,4.61,US,1619514885
Abu Kamal,34.4506,40.9171,80.51,24,0,13.78,SY,1619514885
Ust'-Ilimsk,58.0006,102.6619,36.54,51,91,4.79,RU,1619514665
Petropavlovsk-Kamchatskiy,53.0452,158.6483,35.6,100,90,6.71,RU,1619514885
Clive,41.603,-93.7241,68.0,63,90,12.66,US,1619514886
Abnūb,27.2696,31.1511,69.8,60,0,12.66,EG,1619514886
Leningradskiy,69.3833,178.4167,26.87,94,100,2.28,RU,1619514886
Puksoozero,62.5903,40.6066,34.41,90,100,4.68,RU,1619514886
Codrington,-38.2667,141.9667,53.96,79,8,4.45,AU,1619514886
Villazón,-22.0866,-65.5942,36.59,88,6,0.78,BO,1619514886
Mahibadhoo,3.7833,72.9667,83.88,70,99,6.08,MV,1619514886
Haverfordwest,51.8017,-4.9691,52.0,77,66,5.99,GB,1619514886
Sept-Îles,50.2001,-66.3821,41.0,87,100,10.36,CA,1619514887
Kulhudhuffushi,6.6221,73.07,84.04,71,100,6.64,MV,1619514887
Juneau,58.3019,-134.4197,42.8,70,75,8.05,US,1619514887
Tasiilaq,65.6145,-37.6368,35.6,80,40,6.91,GL,1619514887
Natal,-5.795,-35.2094,73.4,94,40,4.61,BR,1619514887
Ilulissat,69.2167,-51.1,33.8,93,90,6.91,GL,1619514887
Sal Rei,16.1833,-22.9167,71.6,73,75,11.5,CV,1619514887
Constitución,-35.3333,-72.4167,55.18,61,0,5.14,CL,1619514888
Ardakān,32.31,54.0175,87.8,16,20,6.91,IR,1619514888
Lompoc,34.6391,-120.4579,51.8,76,42,5.75,US,1619514888
Sunagawa,43.4864,141.9056,57.2,26,20,17.27,JP,1619514888
Nouadhibou,20.931,-17.0347,68.0,83,20,16.11,MR,1619514888
Charter Township of Clinton,42.587,-82.9199,48.2,93,1,6.91,US,1619514889
Ballina,-28.8667,153.5667,69.8,68,75,9.22,AU,1619514889
Makarska,43.2969,17.0178,62.6,67,75,16.11,HR,1619514889
Chapais,49.7834,-74.8492,26.6,74,1,10.36,CA,1619514648
Juegang,32.3174,121.1855,61.0,91,100,3.69,CN,1619514889
Inongo,-1.95,18.2667,80.04,70,35,5.19,CD,1619514889
Sann,26.0418,68.1378,109.4,22,0,11.5,PK,1619514889
Snyder,32.7179,-100.9176,69.8,73,1,9.22,US,1619514889
Azanka,58.0401,64.7893,53.56,39,87,11.48,RU,1619514890
La Ceiba,15.7597,-86.7822,76.42,75,6,3.15,HN,1619514890
Buraidah,26.326,43.975,93.2,29,0,3.44,SA,1619514890
Gizo Government Station,-8.103,156.8419,82.78,77,82,7.2,SB,1619514890
Krasnoarmiys'k,48.282,37.1758,49.35,43,89,10.49,UA,1619514890
São Lourenço do Sul,-31.3653,-51.9783,53.01,90,3,8.88,BR,1619514890
Pisco,-13.7,-76.2167,61.0,92,0,1.36,PE,1619514890
Havre-St-Pierre,50.2334,-63.5986,42.8,93,90,13.8,CA,1619514890
Kindersley,51.4668,-109.1682,32.0,64,1,13.8,CA,1619514890
Paciran,-6.8767,112.3761,85.62,67,76,8.41,ID,1619514891
Korčula,42.9622,17.1369,62.6,51,75,2.3,HR,1619514891
Tuy Hoa,13.0833,109.3,84.47,68,100,10.56,VN,1619514743
Plettenberg Bay,-34.0527,23.3716,68.9,61,10,6.2,ZA,1619514891
Banda Aceh,5.5577,95.3222,85.78,67,94,9.35,ID,1619514891
Miraflores,19.2167,-98.8083,60.8,55,20,4.61,MX,1619514892
Noumea,-22.2763,166.4572,69.8,78,36,8.05,NC,1619514887
Pandan,14.0453,124.1694,78.48,70,95,9.84,PH,1619514893
Jasper,37.2001,-94.3502,68.0,60,1,21.85,US,1619514893
Chingirlau,51.095,54.0814,46.17,80,100,4.09,KZ,1619514893
Antofagasta,-23.65,-70.4,57.2,72,0,2.3,CL,1619514642
Jiangyou,31.7667,104.7167,68.94,68,100,2.55,CN,1619514893
Mackenzie,55.2999,-123.1698,33.8,64,1,2.3,CA,1619514893
Nampula,-15.1165,39.2666,82.4,69,75,4.61,MZ,1619514893
Bayir,37.2687,28.2167,71.6,33,0,11.5,TR,1619514893
Kongolo,-5.3833,27.0,73.06,92,100,1.59,CD,1619514894
Kuching,1.55,110.3333,82.4,83,40,2.3,MY,1619514790
Kambove,-10.8764,26.5969,73.87,63,92,6.87,CD,1619514894
College,64.8569,-147.8028,39.2,45,75,12.66,US,1619514894
Anito,12.4497,125.2886,79.07,78,55,8.41,PH,1619514894
Xochistlahuaca,16.7833,-98.25,74.73,64,19,3.22,MX,1619514894
Bilibino,68.0546,166.4372,14.13,90,89,2.55,RU,1619514894
Goderich,43.7501,-81.7165,46.4,34,100,16.11,CA,1619514894
Östersund,63.1792,14.6357,37.99,55,75,6.91,SE,1619514895
Nortelândia,-14.4547,-56.8028,65.7,98,17,2.77,BR,1619514895
Itoman,26.1247,127.6694,77.0,41,75,8.05,JP,1619514749
Saurimo,-9.6608,20.3916,74.07,71,94,4.29,AO,1619514895
Koslan,63.4564,48.8989,37.54,93,100,4.52,RU,1619514895
Kasongo,-4.45,26.6667,72.57,89,100,2.82,CD,1619514895
Harper,4.375,-7.7169,82.24,78,84,2.68,LR,1619514895
Atar,20.5169,-13.0499,84.02,14,81,5.77,MR,1619514895
Palmer,42.1584,-72.3287,39.2,48,1,5.75,US,1619514896
Havøysund,70.9963,24.6622,32.0,64,75,3.44,NO,1619514896
Mananjary,-21.2167,48.3333,80.13,69,100,2.26,MG,1619514896
Ishigaki,24.3448,124.1572,77.0,57,75,9.22,JP,1619514842
Kajaani,64.2273,27.7285,35.6,55,75,3.44,FI,1619514896
Sabang,5.8933,95.3214,84.24,69,97,6.4,ID,1619514896
Carutapera,-1.195,-46.02,74.77,92,62,3.69,BR,1619514896
Oruzgan,32.8333,66.0,82.9,9,6,11.5,AF,1619514896
Kloulklubed,7.0419,134.2556,82.4,78,75,5.75,PW,1619514897
Guerrero Negro,27.9769,-114.0611,57.88,80,7,11.79,MX,1619514897
Lençóis Paulista,-22.5986,-48.8003,63.0,95,22,1.99,BR,1619514897
